review	sentiment
	 b'finally get chance film rock see film metaphor struggle woman experience largely male dominate society charlize theron absolutely badass main character max much like audience along	2
	 b'like movie furiosa not max furiosa particular seem rich character well guess get actually talented actor work tom hardy like very much hard time step shade old max shall not name yet hold attention well but:1 seem perfect match not actually hit ritual civilization way overdone value ritual especially primitive civilization like civilization devolve movie but beyond certain point ritual become survival risk not furiosa speak aussie reason give max leave except max always leave honestly could not something do not max finally find something make even bit	1
	 b'mad max fury road fine tune visually insane relentlessly kinetic action thriller bring george miller surprisingly thorough fictional world	2
	 b'mad max fury road maybe best reboot time lack plot character development shin marvelous action visual	2
	 b'really film year wonder bad film would like	0
	 b'frenetic furious fantastic felt like hour movie but not peter jackson king kong sort way worth watch	2
	 b'one best pure action movie see although lack story tell film exceed expectation excellent action remarkable cinematography special effect	2
	 b'wow still try process everything saw pretty sure scene not even blink much insane stuff happen understand everything go not really but least look pretty funny thing mad max really feel like barely movie but not even care charlize theron really star movie	2
	 b'benchmark action movie	2
	 b'although very very simplistic story side thing plot revolve around protagonist attempt escape citadel decide back mad max fury road excels every front brilliant visual practical effect ton creative imagery engage character great acting pulse-pounding music exhilarate action fury road thrilling cinematic experience	2
	 b'not gore gore sake kind viewer but old school mad max back day one gory movie mad max really not drop blood lot crash boom bam but nothing really stake expect see old gritty hardcore mad max death rape dismemberment around corner not go find want another homogenize 21st century type action film	1
	 b'horrible movie overrated want kill watch shit	0
	 b'want hour life back bad story dialogue stupid effect not waste time	0
	 b'flawless movie but good road warrior less max furiosa not	2
	 b'george miller unleash feverish ferocious film intense wild ride acrobatic mad max fury road thrill treat audience astonishing action sequence but action not dull emotional impact mainly due charlize theron fierce performance mad max fury road ride worth take wall-to-wall pumped adrenalized fun ridiculously	2
	 b'acting fine special effect fine fighting crashing fine story inside run away turn around attack very place run completely miss	0
	 b'thrill ride nearly non-stop action hour get adrenaline pump way story aside weird original fun charlize theron new sigourney weaver tough woman role best see year far make avenger age ultron look like	2
	 b'not mad max car chase glorious explode cgi car chase but plot act barely horrible movie trope yup mumble dull dialogue yup up people	0
	 b'great action great acting great story first three film touching either narrative character interaction strengthen life setting	2
	 b'take 'take minute	2
	 b'day lovely day indeed god film kick as action film sorely miss past ten year imagine year old kid circa 1984 get hold lot black tar heroin firework decide make movie but time big budget film great best action film ever put celluloid tom hardy charlize theron terrific lead film never slow one best film far 2015 one best last several year also please get guitar flamethrower dude movie please see movie stream cup gasoline induce goodness cause one best film year	2
	 b'not even stop breathing charlize theron deserve oscar	2
	 b'one awaited film year see old film series lately warm quite good honest film even intense fill effect action get break action pretty good story make whole actor solid but action really dig guitarist funny clever original sip mother milk	2
	 b'question thoroughly modern max extremely entertaining synthesis mess noise antidote onslaught comic book superheroes vigilante last year anti-hero max think director george miller subvert expectation film tweak gender role action film astronomical production aesthetic director tenacity unleash kind physical carnage miller splash across screen barely second breathe seamlessly shift one insane set piece another ratchet stake assemble meticulous symphony carnage combined result one successfully ambitious action extravaganzas xtravaganzas send	2
	 b'never see mad max film entirety know heard strangeness someone put go mad max fury road little well unsure but do say good very good first minute frank weak part movie slow somewhat uninteresting newcomer admittedly little hard get room madness pun not intend but movie progress yeah action sensational one best action movie see weird one half hour action greatly maintain interest tom hardy max brilliant charlize theron furiosa setting prettey sublime thing bother though one nicholas hoult character whilst great character romance girl blossom minute not even exaggerate also admittedly lot scream void term plot but honestly time film close big happy grin rin face	2
	 b'lovely movie never see mad max movie one honestly not think necessary mad max movie pretty much stand include one even one since mel gibson not return movie very different style others well movie very simple story department but main draw film extreme practically non stop action crazy world george miller great job focus practical effect show ridiculously awesome action soundtrack also amazing perfectly put action musical form even serve sound effect track good portion movie movie really exciting adrenaline pump craziness definitely weird universe though could see turn people away also take figure exactly go world well story pretty thin but main focus movie action world building visuals soundtrack area think very film well fury road personal grade s+technical +technical technical score	2
	 b'boring nothing much happens car-chase action non-stop on-stop n-stop -stop '	0
	 b'good movie goodness absolutely nothing bad say watch big screen possible thank george	2
	 b'one rare film get good viewing deceptively smart progressive wrap heart	2
	 b'believe hype max back kick as tom hardy not quite good mad max mel gibson srsly gibson rag bigot already mad look terse act actually help sell traumatized road warrior persona charlize theron woman hour furiosa badass warrior woman redeem plot begin max capture furiosa make precious good immortan joe ruler citadel not let trip away max serve blood bag nux warboy pole cancer nux figure chase furiosa last chance immortal glory drag max along ride thus chase begin every character cast film pretty much perfection remember bizarre character road warrior recognize similar horror mutant world dead irradiated plenty twisted creation around gang very clear leader love guntown dude vehicle music fantastic environment legit video game-quality otherworldly storm sequence swamp particularly awesome action whole put end chase road warrior absolute shame tall order but one fury road fulfill issue movie stuff overdone movie hour longer still prefer 3-hour movie film aspire real art leap logic apparently everyone post-apocalypse blood type but thing aside fury road well worth price admission action movie compare long time	2
	 b'first two film post-apocalyptic mad max saga become indispensable cult film enter front door big production unfit cardiac history mad max fury road miller year wasteland finally receive very gate valhalla revere hero make spectacular masterpiece human decadence ultimate redemption true artisan director car chase production nightmare bring maximum glory work year dedication sacrifice unique virtue go without say scarce film pretentious empty action today	2
	 b'well make but meaningful visual style totally break story together average actor performance feel every time one step catch angle but time swim away 6/10 /10 10	2
	 b'half 'half face	2
	 b'back see mad max fury road hour since movie let almost successfully slow heart rate back normal say movie little bit intense like say ghost pepper little bit kick might spoil future action movie set bar ridiculously	2
	 b'incredible movie go say definitely far best one franchise charlize theron show stealer tom hardy fantastic	2
	 b'haha not sure expect movie charlize theron	1
	 b'theron passionate	2
	 b'year since max leave big screen come back new actor portray lone wolf mel gibson establish year ago film may look like furiosa story max character hold show men selfless thing without thought reward nothing but silent respect woman give acknowledge go go way	2
	 b'fury road best movie year date outstanding achievement movie	2
	 b'george miller mad max fury road one lush vivid movie see long time cinematography film absolute marvel- showcasing sprawl outback desert hue orange red daytime contrast beautiful midnight blue night come together give movie very lively atmosphere score alleviate sense rush smartly use diegetically well non-diegetically action scene shoot brilliantly minimal special effect further case masterpiece finally acting especially charlize theron imperator furiosa top-notch character leave need characterisation tom hardy max man little word but performance strong movie not need dialogue order flourish movie definitely not hyped up- see see rat 5/5 /5 5  '	2
	 b'honest 'honest well	2
	 b'glorious cacophony action noise emphasize nuanced performance help tell sell story	2
	 b'one best action film adrenaline pump over-the-top action sequence awesome performance tom hardy charlize theron surprisingly nicholas hoult	2
	 b'min chase scene redux road warrior 3/6 /6 6  '	0
	 b'not see star war yet but far best movie year never think would ever say anything remotely close reference mad max	2
	 b'guy must watch different movie movie horrible	0
	 b'word not describe felt theater first time see film beautifully shot direct act visuals chart movie insane george miller handle scale movie beyond mad max fury road must see go one good action movie	2
	 b'george miller burst onto cinematic landscape 1979 exploitation car chase masterpiece mad max exceed brilliance debut sequel mad max truly cement visionary visceral filmmaker almost thirty-five year later miller demonstrate mad max fury road lose none vitality however previously thinness plot character felt appropriate franchise read omission highlight fact end day little well-executed two-hour car chase furiosa charlize theron true hero story despite living aggressively patriarchal society citadel rule immortan joe hugh keays-byrne attain position authority set trade mission take group immortan breeder intention seek refuge remote society woman max tom hardy spend first half hour film hold captive human blood bag one immortan goon escape team furiosa miller strong point detail paint world colour costume makeup soup vehicle dare-devil stunt magnificent collision heavy metal guitarist scream pursuit soundtrack rivet stuff imaginative witty exercise action direction pretty flawless but film aspire thrill roller coaster ride ask care level fall short learn opening scene max fail protect wife daughter groan subsequent snippet daughter haunt throughout film breeder damn beautiful include super model rosie huntington whiteley give little chance develop individually share plight easy drop develop bond furiosa max thankfully not end kiss but much consequence nicholas hoult one immortan gang define arc story make wonder one else theron buzz cut racoon eye prosthetic arm make fine action heroine hardy likewise right brooding presence pouty lip comfortably fill mel boot look great together wish give drive back another subplot another significant complication would welcome meat narrative bone fury road indeed audacious thrill but come away affected far miller virtuosity irtuosity rtuosity film	2
	 b'minus four plot but plus	2
	 b'disappointment thing like movie tom	1
	 b'overhyped movie scenario inexistant action scene	0
	 b'apparently take old veteran like george miller show new generation young filmmaker action exhilarate give high-octane adrenaline-fueled roller coaster movie technically flawless visually astonish look	2
	 b'say far pure technical achievement go not many film live height mad max entry complexity action scene individual often awe-inspiring shot alone not film attribute however make beautiful use color dessert landscape incredible locale vehicle design perfect use pacing especially kinetic energy action scene director george miller team create something not really come along often much praise artistic action film like dark knight receive example not even come close skill display conception editing max set piece light story but sometimes film almost perfect without one	2
	 b'mad max fury road completely unique visual appeal creativity not deny but also one strange film ever experience market every genre saturate film recycle concept idea rare find film unique one even feel unique compare mad max film george miller stranger film industry fury road may masterpiece think really cool miller write new chapter series year last film story tell without dialogue action constant imagery drive story good bad never forget brief milking scene idea blood bag immortan joe mask terrify production team convincingly transform actor nuclear holocaust survivor appreciate performance tom hardy charlize theron though sort emotion seem overshadow previous next action sequence one not win oscar act category but certainly make run category like production design film editing sound editing honest little bit disappointed film much hype entire theatrical run augment rotten tomato rating not receive amount character development expect critically acclaim film still first admit need see process everything happen may adjust rating afterward wife still scratch head electric guitar guy discover name doof warrior assume symbolic sort reference original film but apparently exactly appear flame-spewing guitarist pump rest troop suppose leave big enough impression character discuss well-written character film nux grow attach undergo great transformation look forward watch film believe sequel even good deliver amount action include great transformation character lot cheesy sci-fi film involve vehicle death race 2000 first one come mind but vehicle perfectly incorporate film creative atmosphere cool everybody love mad max fury road creative post-apocalyptic story constant stream action believe academy award acknowledge effort remind film industry action film blow	2
	 b'alright masterpiece 2015 5star	2
	 b'huge tom hardy fan very excited see film everybody else look even though enjoy film still felt disappointed think not enjoy story line matter well film make would still feel little	1
	 b'like second half	1
	 b'best action movie	2
	 b'could one best film 2015 sequel movie 1970s feature amazing chase swashbuckling action connect distinct mythology set time seem fantastic real crazy answer yes yes funny thing not talk little film star war title since 1979 original writer or director doctor george miller give world two iteration mad max-1981s road warrior 1985s mad max beyond thunderdome george ogilvie share co-directing credit -but new take prove old vehicle learn many new trick 2015s mad max fury road-a logical candidate one influential film currently make plot tell almost exclusively visual storytelling miller staff truly outdone cinematic medium do-driving one scene frenetic pacing inspire use editing win oscar subtle yet dramatic act tom hardy charlize theron hardy theron-playing main protagonist max rockatanksy imperator furiosa respectively love name like -epitomize brawn finesse miller filmmaking aesthetic amid brutal carnage chase chaotic fluidity evoke beautiful dance-blending music movement please sens level sophistication hint previous film often socially sore issue evoke time make real-world oil shortage 70s major headline preservation fight gasoline focal point original three replace preservation life inspired logical way show value conscious awareness preserve place call home earth similar theme touch upon miller 2006 oscar-winning film happy exploit underlining theme survival span entry representative mad max fury road is-a film breathe life never say die attitude but express limitless freedom determination	2
	 b'call mad max fury road incredible would understatement badass cast character lead tom hardy charlize theron amazing visuals practical stunt work way masterful energetic visionary direction year-old george miller not perfect action film but perfect film around love action movie simply love movie general duty see mad max fury	2
	 b'history not kind	0
	 b'loud proud yet relentlessly incoherent mad max fury road disaster film mask bold reboot least sort franchise previously headline mel gibson director george miller bring outlandish post-apocalyptic world back screen find max tom hardy capture hand crazed war lord find mixed escape vaunted female imperator furiosa charlize theron warlord many prized wife prone like mad max point action scene proof film inventive unabashedly brutal nature large extent true film look good action sequence feature uniquely conceive device feel impactful extremely well choreograph otherwise execute mad max sure fun watch fine point one dare ask watch simply put mad max absolute narrative mess very little explain thin idiotic delivered exposition ever give sole purpose set minute fight chase scene meanwhile leave characterization plot coherent narrative structure dust big vehicle blow good eye gouge out-that great but order constitute movie need color storyline reason invest character script deficiency not stop lack storytelling dialogue extremely sparse quite literally dumbed-down feel pen behaviour upset 5th grader try naughty language art utter nonsense come character inexplicable motivation history persona one might think film cast feature charlize theoron tom hardy would save blessing talented actor adrift film wallow absurdity disorganization neither actor develop one must ask max honor film title character max film relegate side character rather uninteresting one reason curious perhaps politically motivated but regardless dumb one hardy incredible talent underutilized perhaps one great cinematic crime 2015 outrageously terrible 5/5 /5 5 star	0
	 b'great fun clue mad	2
	 b'lot style but plot simple enough child story even handle complex theme striking lack real character development main character hamstring aside absurd visual flame guitarist vehicle anyone could pretty good	0
	 b'one best movie	2
	 b'spectacular action film manage much tom hardy make dashing mad max but charlize theron really own picture depth emotion chase scene perfectly stag prepare not really interested film but manage blow away	2
	 b'perfect blend audio visual character experience film truly thrill very long	2
	 b'action 'action crazy	2
	 b'one great action movie ever make best reboot ever make not single unnecessary scene leave movie editing direction make	2
	 b'watch time theatre think need say movie honestly best action movie possibly best movie ever see yall allow fight	2
	 b'loud brutal exhilarate hard drive speed limit afterwards grow want join vulvalini ulvalini lvalini valini '	2
	 b'best movie 2015 one great action film time deserve accolade get george miller	2
	 b'near perfect film	2
	 b'movie fantastic mad max fury road feel like gulp case hour energy shot condense two hour say thrill ride would understatement one 5-10 minute scene movie catch breath stopped try figure head entire movie open second finish pack non stop fast move action even idea character movie give shot look great action movie really not much dialogue talk know tom hardy charlize theron really good recommend not afraid part movie like big name actor might find silly accept role movie like george miller directing hour car chase war elaborate man make put together vehicle absolutely awesome see keep wait see next gang bandit store main character drive across deserted landscape downright fun movie amazing action throughout surely one best movie year god forbid get oscar attention though academy sure pick film like even though	2
	 b'one bad movie ever see nice special effect but lack story line not friend would walk movie theatre charlize theron like always amazing actress tom hardy fulfil role but could much good movie performance thing occasionally make movie watchable but please not waste precious time pointless senseless confusing special effect	0
	 b'mad max fury road little backstory extremely basic plot yes film reduce title character mere secondary status yes bizarre scene ton tom hardy mumble grunt film bet but inconsequential fact fury road one visually stunning engross glorious film year age overuse cgi fury road also miracle even exist but george miller proper use cgi practicality put film shame go stunning scene vehicular carnage well costume design include immortan joe mask film cinematography oscar-worthy charlize theron give iconic performance imperator furiosa nicolas hoult nux deliver best character arc film tom hardy prove locke not need move much command fascinating performance prove not need speak much either captivating backstories imply enough not need delve flesh surface gritty excellent enough bizarre scene include guitar-wielding flamethrower call doof warrior add film intensity post-apocalyptic world-building needle say mad max fury road may one best action thriller long time certainly one best film 2015	2
	 b'amazing action movie shin light sea mediocrity ediocrity diocrity iocrity '	2
	 b'not fix break insane line represent theme entire film entire series max loner run past eventually find humanity help others perfect film one best year one breathtaking action flick even longer definitely contender best picture	2
	 b'remake classic b-movie mad max 1979 movie make mel gibson star one day george miller attempt re-film first best know film career budget thousand time big one available 1979 result visually impressive absolutely grotesque good bad hero fight gas post-apocalyptic future society movie describe post-modern cyberpunk exhilarate action intense even rotten tomatoes critic get curry away give almost perfect score tom hardy know inception dark knight rise become next big thing hollywood due remake charlize theron absolutely top actress overall simply great post-feminist role imperator furlosa nevertheless one might expect fight gas idea original innovative point 1979 not age very well seem quite ridiculous today still movie top notch action film very funny moment remember time not non-existent deep meaning but overambitious grotesque cyberpunk yberpunk environment	1
	 b'movie shiittest thing ever see design fir fucking bogans enjoy car electric guitar absoulutly nothiung appeal movie anyone would want watch shit movie very weak plot baffle enjoy movie adn recommend others please hang self coukd negitivly rate movie would fuck would want watch hour ugly bald pale look prick drive car listen heavy metal music would rather tie rubber band arpond ballsack fall choke self testicle movie very poor clue best movie	0
	 b'long awaited revival franchise stray away past film not	2
	 b'very intense chase scene actually could happen base physic but totally silly base common sense but overall totally entertaining know world become bizare betray flic certainly not not much explain anything but look sound great little back story get star but well worth visceral experience wehn view subwoofer sound environment	2
	 b'120 minute visually stun chaos dialogue irrelevant huge fun friday night lad curry beer eer event	2
	 b'end reboot mad max get way very funny film but something say miller return grotesque dirty visceral world survival currency urrency matter	2
	 b'very well do crazy action scene bad guy clan little weird but still very good	2
	 b'mad max fury road extraordinary movie main character believable set nontraditional kinetic display vehicle action special beat eye not wonder lastly way movie shoot mainly wide shot	2
	 b'unique movie incomparable really entertain beginning till end definitely must watch even	2
	 b'great movie great message shortcoming hortcoming not	2
	 b'saw movie cinema every crazy stunt make interested exicited creativity mean think mad max isnt really story like eppisode ppisode pisode isode '	2
	 b'definitely 'definitely definitely movie	2
	 b'mad max almost hypnotically rouse bleak gritty also vibrant gorgeous heavy film delicately handle care attention detail tonality unlikely	2
	 b'alright may rough mad max fury road initially still not think way masterpiece but action sequence glorious time truly thrill george miller not praise enough avoid cgi much possible instead rely death-defying stunt work huge lot practical effect hard imagine much planning rehearsal orchestrate sequence pure excitement still not much beyond firework hold everything together actual story not compel surprising shade characterization would welcome come dramatic weight fury road fairly mere bone say least also lot stylistic flourish not really care say extended chase certainly impressive cinematography editing	2
	 b'fan dystopic movie saw mad max trilogy couple year ago b or c hear shin example genre great action boot come away disappoint lack interesting plot complement over-the-top action sequence post-apocalyptic setting two sequel particular imagine excitement news come new sequel but see rave review friend critic alike site decide give franchise another try expect somehow time would different apparently director decide problem three previous attempt not enough adrenaline proceed make mediocre movie but everything turn instead mere waste time fury road spectacular waste time mean literal sense action sequence quite spectacle allow glimpse atavistic savagery lurk beneath superficial civility lead actor very much impress physical acting department but positive render hollow script one assume write rather talented year-old offer little character development plot adequately sum spoiler guy girl point point back point kill bad guy along way save day chase fight explosion soon become trite two exhausting hour something tolerate rather relish handful attempt humanize good character also look clumsy forced incongruous brief cutter string interlude amidst near-constant industrial drumming fill run time end movie offer neither hope child men despair brazil anodyne ease good guy win right world least next sequel come along not long 5th installment way conclusion look hour mindless vroom boom break allege plot flick but appreciate even ounce subtlety intelligence avoid movie like plague fact want watch tom hardy drive around whole movie would find locke far superior	0
	 b'witness 'witness movie	2
	 b'proper action movie best describe best chase scene but hour	2
	 b'not good crazy full throttle hrottle insanity	2
	 b'movie splendid mayhem enjoy even original mad max consider classic visual effect stun plot meaty enough keep viewer engross till end regret not able watch big screen	2
	 b'pure action adrenaline rush great spectacle never loose momentum must watch	2
	 b'bad movie ever waste money	0
	 b'lot film nowadays label epic not turn epic well not one film epic masterpiece favorite film 2015 not best pure action film century but possibly time believe hype studio warner bros ros os picture	2
	 b'nice action shallow	2
	 b'story survival external-survive internal-never give hope get everytime verytime raw	2
	 b'interest concept drug little long	2
	 b'light story underuses protagonist mad max fury road still insanely exhilarating intense film manage perfect balance vigorous action emotional	2
	 b'approach skeptic become	2
	 b'lovely day indeed writer-director george miller revisit reinvent mad max franchise quite flamboyantly full revelation idea mad max pre exist franchise saw first trailer film although saw tom hardy charlize theron become slightly interested believe two ooze amazing chemistry like previous installment nuclear war lead post-apocalyptic world food water noticeably scarce begin end non-stop top action fairly remind old video game twist metal know absolute mayhem many explosion many collision much anarchy film roar absolute vengeance every aspect film beautiful score junkie absolutely rivet heart race action start felt perfect really place film grand scale really excite produce score upcoming film dawn justice along han zimmer definitely intrigue see two able accomplish together favorite thing film definitely camera work way george miller john seale able make world look visually stun yet still destitute far best camera work see year rotation track shot wonderful see film make big screen absolutely visually stun vehicle create film look like something straight comic book see not help but stare awe make world desperation something slightly desire act definitely high point well ball could easily drop not handle properly instance charlize theron screen steal every second almost unrecognizable tortured psyche enough called society everything seem instinctual sometimes although justified barbaric really become character allow take world may grow bit tired post- apocalyptic film bombard year fear not mad max fury road successfully change game beginning sequence film meet eponymous character max rockatansky play incomparable tom hardy quickly realize already bit pickle opening ten minute learn troubled psyche thing everyone else world force survive survival skill instantly put test capture war boy army immortan joe film main antagonist capture scene well choreographed amazing watch world miller create unique beautiful something mind could conjure absolute barren wasteland full vehicular warfare great caliber film full mass population look blast however mundane people try survive time people know carnage chaos disaster naturally able relate survival aspect order seemingly tyrannical rule lead one immortan joe follow hence army war boy believe reason world still way introduce imperator furiosa fury road explain max seem bit drifter meet work imperator furiosa two meet non-stop action action slow bit learn furiosa purpose rather plausible story arc moviegoer appreciate dialogue bit disappointed writing seem force part seem like not belong example one instance film miller try create emotional investment two character however opinion translate well film well paced run time hour flat really good film see friend especially action junkie oddly enough watch film not interest view original mad max trilogy star mel gibson love film feel like something very well stand very interesting take post apocalyptic world mastermind george miller successfully create one best action film ever see	2
	 b'two word practical effect	2
	 b'effect setting film pretty cool not like lot way film discontinuous almost like film slow use fast motion make look normal not much plot mostly two hour watch bunch car drive around desert	1
	 b'love way woman portray bad as finally tom hardy get world wide recognition very much deserves star movie doubt lot people see movie many people skeptical first movie announce however return form george miller creator original movie	2
	 b'background story maybe interesting good job do actor stuntmen special effect makeup team screen play anything but spectacular lack character development cheesy dialogue mask hour continuous explosion brainless action quite suitable appreciate film lack intelligence willing bet rat review pay promoter romoter omoter enjoy	0
	 b'script story plain character miss anything	0
	 b'stinker mel need give one hollywood great beauty stump arm movie perfect male discrimanatory taste male lead look fat angry ugly like forget line different scene act ability combine poor direction bet peep watch never saw	0
	 b'though action relentless throughout first hour little difficult follow dialogue keep very much minimum film essentially two hour chase movie basic premise little long gender politics something james bond could learn tom hardy brilliant despite line body language alone post-apocalyptic world well make almost sense petrol but part mad max very loud bite long occasionally listless istless stless tless '	1
	 b'bad film year nothing	0
	 b'hollywood late garbage release intended audience teen guess get never know	0
	 b'perhaps not quite entertaining road warrior opinion fury road nonetheless strong installment george miller post-apocalyptic franchise despite pace issue certain area average story mad max fury road gorgeous cinematography never cease amaze throughout run time insane action sequence couple gleefully bizarre character vehicle weapon clothing design performance adequate character fury road epitome popcorn thrill ride	2
	 b'mad max fury road best action film decade one year very best	2
	 b'sequel worth wait standard entertaining exciting road movie not dominate cgi action sequence well choreograph want see fill fresh idea audacity not boring moment tom hardy mad max allure let hope not need wait another year next one	2
	 b'chase movie big budget give original mad max very low rating but re-boot way well 4-4 different movie deserve high rating	2
	 b'movie keep edge seat time go movie not take seriously sence not dark gritty but rather fun family cinematography look outstanding color look like	2
	 b'movie year australian must see australian movie western sydney girl hero feminist fun check movie cast watch movie surprise history stun yes tom hardy great replacement mel gibson specially 2015 mel gibson not shitty like thunderdome closer watch big screen sound loud george miller use time frame scene make movie get see movie action not fast eye great movie	2
	 b'movie one insane chaotic movie summer george miller return helm another installment mad max viewing pleasure get witness high explosive film film star tom hardy play role max alongside fellow star charlize theron nicholas hoult actor movie phenomenal job even though tom hardy character least interesting amazing job always topic character george miller really blunder ball max definitely 3rd interesting character along 2nd strong character charlize theron character definitely put spotlight big bad-ass not say opinion but movie clearly show several occasion strong power even interesting max least amount depth give ironic consider name title basic undeveloped back-story imagine spend time develop character nicholas hoult actually good surprise rather develop main character movie though fill ton action equivalent hour video game cinematography amazing everything look well do cgi solid part but movie great job rely practical effect explosion moment felt cgi background look really bad but good job utilize budget contrary watch video game hour not leave whole lot room plot development movie sport basic plot say get point point movie really nothing really explain nothing really meaning see much action fill hour like say make extremely entertaining movie but not able connect situation character try develop plot movie felt like come dead stop point nothing go actually bore seem throw random useless plot element make groan example one point max crew meet mother help fight freedom sure connect mad max movie but not useless boring plot device movie seem helpless unnecessary whole pit stop jump movie know seem like lot kick movie but really not great action thriller extremely crazy intense love lot unique aspect movie level crazy thing unimaginable human being really fun summer movie end mad max certainly worth watch one blu-ray lu-ray u-ray -ray '	2
	 b'not good rather	1
	 b'one visceral visually dazzle heart pounding high-octane ball wall fuck insane action film ever	2
	 b'movie ton potential fall short since film feminist ideal everyone automatically love film term film horrible stupid	0
	 b'one big rage-fueled drive wasteland history explanation character film fail drama character try survive madman but story background hope character die meaninglessly normal universe drop film explanation whatsoever plot indiscernible pointless fight death confusing wasteland reason know character	0
	 b'absolute utter rubbish not believe good review undermine legitimacy rating whole site car chase one way coherent plot development drive explosion aim brain dead audience care not story dialogue cinematic experience	0
	 b'not understand movie get high rating not understand anything watch hour need watch first one 1979 not remember anything movie except car silver shit spray mouth use people blood transfusion cool special effect but still idea movie	0
	 b'adrenaline-fuelled straightforward action car chase movie enough plot but not enough	2
	 b'proper action movie must watch despite not-so compelling story little character development stand aspect action movie could desire main change cast mel gibson tom hardy character furiosa give different yet fresh feel original series action sequence carnage stun watch amidst arid	2
	 b'unique succulently gory break ground much like 300 year ago great performance everyone involve word	2
	 b'not understand rating movie worth watch film but nothing special	1
	 b'action pack art simple	2
	 b'physical effect make triumphant return ggi saturate season summer blockbuster max rockatansky emerge waste land mad max fury road george miller au 2015 show light epic cinema george miller get another bite mad max apple produce lawrence arabia 1962 david lean type epic make strong feminist statement post apocalyptic acid trip fever dream not sure anything uncanny valley but epic scope lawrence arabia 1962 david lean versus revenge sith 2005 george lucas usa apparent anyone whose view cgi helpful great asset filmmaker fury road 2,000 visual effect shots say not much cgi use but use motion sea not size boat often miller use cgi use color correct shot add cloud clear namibian sky dessert rock turn much rich hue screen mad max fury road george miller au 2015 theme george miller hint mad max beyond roar dome george miller au 1985 become much clearer triple goddess help redeem max feral humanity hold shred titular hero manage guttural sound lieu language tom hardy play titular character late mad max incarnation max fight protect maiden case maidens aid rescue mother case mother warrior imperator furiosa charlize theron press role lastly aid crone miller post apocalyptic wasteland crone bunch motorcycle driving seed toting rifle shoot bad as grandma one point max wash blood hand use content tanker full mother milk theme mad max fury road george miller au 2015 often not subtle but not seem heavy hand movie little exposition era movie find necessary pseudoscience explanation super hero science fiction refresh movie not crow bar needless exposition much like sergio leone miller use action actor body language facial expression convey story instead rely dialogue mad max fury road george miller au 2015 time waste monologue drum war beat space war party race towards among flame throw guitar player strap flat bed full speaker race dessert dozen maniac paint white forget mention maniac white body paint drive hot rod gentleman explosive spear rid atop hear notion bandy around george lucas treat unfairly adult fan not like prequels movie not bad adult not target audience 1977 mad max fury road george miller au 2015 take thesis crumples toss rubbish bin mad max road warrior george miller au 1981 star war trilogy live sweet spot pre-adolescent heart fact probably neighbor enjoy go home summer bbqs drink around holiday coincidently live street raider lost ark steven spielberg usa 1981 review not clear till stop reading see movie jake cohen5 martin riggs iggs ggs recommend	2
	 b'high octane adrenaline fill exhilarate ride movie not help but enjoy	2
	 b'tom hardy not piece mel gibson pretty pedestrian way character development	0
	 b'glad not watch theater since need subtitle time lot lot chase but	1
	 b'horrible horrible long hour	0
	 b'define movie one word would spectacle film 100 year old change time see every version car chase fight mad max come along give hour action never see george miller flawless job create execute set piece well create unique intrigue post apocalyptic world film strong feminist undertone even without complicated plot several time question ask kill world clear not woman time pretty wise crack super hero throwback style seem fresh possibly best film year	2
	 b'would film without cgi theron bout zero	0
	 b'love concept behind mad max	2
	 b'year old director george miller return give master class make action film relentless two-hour assault eardrum eyeball mad max fury road crazy film year daring idea imagery spectacular fair carnage put	2
	 b'love movie fast-paced cool favorite doof warrior guitar like mad max fury road well character very good action amaze say lot get good entertainment characterization action drive car thrill ride	2
	 b'one favorite film year way describe	2
	 b'amaze mad max film breathtaking action great stunt well-written story film blow	2
	 b'mad max fury road offer handful technically impressive practical action sequence but film head-numbing white noise tissue-thin story messy direction render whole thing disjointed pile twisted	0
	 b'lot action cool cinematography but virtually story very little dialogue idea high rating	0
	 b'horror movie haha also not best movie	0
	 b'plot line anything interest	0
	 b'boring two hour car chase	0
	 b'exceptional tom hardy strike wise mature actor know leave steamrolling charlize theron head good ever know go guess lot stuff happen but happen film make thoroughly enjoyable romp breathe solid breath gasoline fume ume franchise	2
	 b'utterly totally emphatically mad but much fun not care plot hole repetitiveness kudos make mainly badass woman	2
	 b'watch action choreography visuals story character exist serve not expect move like tragedy but rock like rollercoaster very loud	2
	 b'never dull moment movie pristine direction wonderfully act believable compelling character satisfying conclusion truly stand ground action film great die hard matrix dark knight arguably best movie mad	2
